node_id,donors_cm3,acceptors_cm3
551,10000000000000034,0
552,10000000000000034,0
553,10000000000000034,0
554,10000000000000034,0
555,10000000000000034,0
556,10000000000000034,0
557,10000000000000034,0
558,10000000000000034,0
559,10000000000000034,0
560,10000000000000034,0
561,10000000000000034,0
562,10000000000000034,0
563,10000000000000034,0
564,10000000000000034,0
565,10000000000000034,0
566,10000000000000034,0
567,10000000000000034,0
568,10000000000000034,0
569,10000000000000034,0
570,10000000000000034,0
571,10000000000000034,0
572,10000000000000034,0
573,10000000000000034,0
574,10000000000000034,0
575,10000000000000034,0
576,10000000000000034,0
577,10000000000000034,0
578,10000000000000034,0
579,10000000000000034,0
580,10000000000000034,0
581,10000000000000034,0
582,10000000000000034,0
583,10000000000000034,0
584,10000000000000034,0
585,10000000000000034,0
586,10000000000000034,0
587,10000000000000034,0
588,10000000000000034,0
589,10000000000000034,0
590,10000000000000034,0
591,10000000000000034,0
592,10000000000000034,0
593,10000000000000034,0
594,10000000000000034,0
595,10000000000000034,0
596,10000000000000034,0
597,10000000000000034,0
598,10000000000000034,0
599,10000000000000034,0
600,10000000000000034,0
